audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474727.mp3	ஈதறிந்தார் ஊரிலுள்ளார் ஓடினார்கள்	வீதருந்தார் ஊடுலுள்ளார் ஓர்நார்கள்	றிருந்தார் ஊரிலுள்ளார் ஓடினார்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474728.mp3	பகல்	பகள்	பகல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474730.mp3	மற்றும் கடன் கொடுத்தோர்கள்  நல்ல	மற்றும் கடம் குடுத்தோர்கள்  மல்ல	மற்றும் கடன் கொடுத்தோர்கள்  நல்ல
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474731.mp3	உம்எண்ணம் இருந்தபடி என்னே என்னே	உம் மென்னாம் இருந்தப்படி யென்னே  என்னே	உன் மன்னும் இருந்தபடி என்னே  என்னே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474732.mp3	புறநானூறு எட்டுத்தொகை நூல்களில் ஒன்று	உறநாநூறு எட்டத் துவை நூல்களிலும் உன்று	புறநானூறு எட்டு துறை நூற்களிலும் ஒன்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474734.mp3	கானலில் நான்நடந்தேன்  நிழல்	கானலல் நான்நடந்தேன் நிழல்	கானலில் நான்நடந்தேன் நிழல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474735.mp3	பழுதின்றிக் குறிபார்த்து லட்சி யத்தைப்	அழுதன்றி குறிப்பார்த்து லட்சதை	அழுத ஏறி குறிபார்த்து பச்சை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474833.mp3	வீழ்வதுபோல் தனித்தாளும் கொடிய ஆட்சி	வீழ்வதுபோல் தனித்தாலும் கொடிய ஆட்சி	வீழ்வதுபோல் தனித்தாளும் கொடிய ஆட்சி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474834.mp3	மின்ஒன்று பெண்ணென்று புவியில் வந்து	மெண்னொன்று பெண்ணென்று புவியில் வந்து	முன்னொன்று பெண்ணென்று புவியில் வந்து
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474835.mp3	திருவிளைக்கும் நல்லறிஞர் ஐரோப்பி யர்கள்	திருவிளைக்கும் நல்லது அரிஞார் ஐரோப்பியர்கள்	திருவிளைக்கும் நல்லறிஞர் ஐரோப்பி யர்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474836.mp3	உத்ஸாகம் எனைத் தூக்கி ஓடினது	புற்சாகம் மென்னைத்தூக்கி ஓடினது	உத்ஸாகம் முன்னைப் தூக்கி ஓடினது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474837.mp3	இரவாமல் எவருக்கும் ஈகின்ற நயனும்	இறவாமல் எவருக்கும் வீக்கின்ற நயும்	இரவாமல் எவருக்கும் வீழ கின்ற யும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474849.mp3	எவ்வாறு நான் சகிப்பேன் இந்தக் கறுப்பன்	எவ்வாறு நான் சகிப்பேன் இந்தக் கருப்பன்	எவ்வாறு நான் சகிப்பேன் இந்தக் கறுப்பன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474850.mp3	வராதீர் மச்சான் வராதீர் என்றார்	வராதீர் மச்சான் வராதிரன்றார்	வராதீர் மச்சான் வராது என்றார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474851.mp3	கண்ணிற் பெருக்கினர் நீரருவி	கண்ணிற் பெருக்கினர் மீர்ருவி	கண்ணிற் பெருக்கினர் நீரருவி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474852.mp3	வாங்கவே வந்திடு வார்கள்சில பேர்கள்	வாங்கவே வந்திடுவார்கள் சுலப்பேர்கள்	வாங்கவே வந்திடு வார்கள்சில பேர்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474872.mp3	துயர் கெடுப்பாய் வாழ்வில் உயர்வடைவாயே	துயர்கெடுப்பாய் வாழ்வுல் உயர்அடுவாயே	துயர் கெடுப்பாய் வாழ்வில் உயர்வடைவாயே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474880.mp3	தானும் தொடங்கினாள் தாளத் தின்படி	தானும் தொடகெனால் தாளத்தன் படி	தானும் தொகை நாள் தாளத் தன் படி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474881.mp3	வேறு பலபொருளும் குடைந் தெடுப்போம்	வேறு பலர்பொருளும் குடைந்தெடுப்போம்	வேறு பலபொருளும் குடைந் தெடுப்போம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474882.mp3	மீள்வதற்கோ இந்தத் தீமை புரிந்தனை	மீல்வதற்கோ இந்தத் தீமைப புரிந்தனை	மீள்வதற்கோ இந்தத் தீமை புரிந்தனை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474883.mp3	கருவியெலாம் செய்துதந்த கைதான் யார்கை	கருவிய லாம்செய்துதந்த கைதான் யார்க்கை	கருவியெலாம் செய்துதந்த கைதான் யார்கை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474909.mp3	ஆயிரரூபாய் பரிசாய்ப் பெறலாங் கண்டீர்	ஆயர ருபாய் பதிசாய்ப் பரலாம் கண்டீர்	ஆயிரரூபாய் பரிசாய்ப் பெறலாங் கண்டீர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474910.mp3	நற்போத காசிரியப் பெரியீர் இங்கு	நற்போத காசரிய பெரியிர்  இங்கு	நற்போத காசிரியப் பெரியீர்  இங்கு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474911.mp3	சாப்பிட மாட்டேன் சற்றும் இங்கிரேன்	சாப்பிட மாட்டென் சற்றும் வனிகிறேன்	சாப்பிட மாட்டேன் சற்றும் அறிகிலேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474913.mp3	ஒலியுருவப் படம்ஊரில் காட்டுவதாய்க் கேட்டேன்	ஒளியுருவப் படம் ஊருள் காட்டுவதாய் கேட்டேன்	ஒலியுருவப் படம்ஊரில் காட்டுவதாய்க் கேட்டேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474917.mp3	சித்தத்தை வாங்கிச் செலுத்துங்கள் இன்பத்தில்	சித்தத்தை வாங்கிச் சலுத்தங்கள் இன்பத்தில்	சித்தத்தை வாங்கிச் செலுத்துங்கள் இன்பத்தில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474939.mp3	என்ன பண்றதுன்னே புரியல	என்ன பன்றதுன புரியல	என்ன பெற்றது புரியல
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474943.mp3	மக்கள் உழைப்பில் மலையாத நம்பிக்கை	மக்கள் உரைப்புல் மலையாத நம்பிக்கை	மக்கள் உழைப்பில் மலையாத நம்பிக்கை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474944.mp3	ஏற்றதனை வாசிக்க லுற்றான்வேலன்	ஏற்றுதனை வாசிகல் லுற்றான் வேளன்	ஏற்றதனை வாசிக்க லுற்றான்வேலன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474945.mp3	சிறிது நேரம் சென்ற பின்னர்	சிறிது நேரம் சென்று பின்னர்	சிறிது நேரம் சென்று பின்னர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474946.mp3	தள்ளாத கிழவரிவர் பொக்கி ஷத்தின்	தல்லாத கீழவரிவர் பொக்கிஷததன்	தள்ளாத கிழவரிவர் பொக்கி தன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474948.mp3	தமிழ் எங்கள் அறிவுக்குத் தோள்  இன்பத்	தமிழ் எங்கள் அறிவுக்குத் தோள் இன்பத்	தமிழ் எங்கள் அறிவுக்குத் தோள் இன்பத்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474974.mp3	நேர்பட ஒழுகு	நேர்பட உழுவு	நேர்பட ஒழுகு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474975.mp3	ஐயம் இட்டு உண்	ஐயம் எெட்டுவுன்	ஐயம் எட்டு வேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474980.mp3	கோமள வல்லியைக் கண்டுவிட்டான்  குப்பன்	கோமல வல்லியைக் கண்டுவிட்டான் குப்பன்	கோமள வல்லியைக் கண்டுவிட்டான் குப்பன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20474983.mp3	என்ஆணை என்ஆணை உதார னோடே	என்நாமே நாமே உதார நோடே	என்நாடே நாம் உதார னோடே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20475010.mp3	கோவில் விழாவென்று சொல்லியுன் வீட்டு	கோவில் விழாவன்று சொல்லியும் வீட்டுக்	கோவில் விழாவென்று சொல்லியுன் வீட்டுக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20475011.mp3	அச்சமயம் எல்லாரும் அங்குவந்து கூடிவிட்டார்	அச்சமயம் எல்லாரும் அங்கு வந்து கூடிவிட்டார்	அச்சமயம் எல்லாரும் அங்கு வந்து கூடிவிட்டார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20475012.mp3	பிழைபுரிந் தேனென்று தண்டனை போடுமுன்	பிழைபுரிந்த நென்று தண்டனே போடுமுன்	பிழைபுரிந் தென்று தண்டனை போடுமுன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20475013.mp3	விரைவாய்க் காரும் தெருவை அகன்றது	விழவய காரும் தெருவை அகன்றது	விரைவாய் காரும் தெருவை அகன்றது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340078.mp3	வீணே இங்ஙனம் வீராசாமி	வீனே இஞ்ஞனம் வீரா சாமி	வீணே இங்ஙனம் வீராசாமி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340079.mp3	ஆழமப்பா உன்வார்த்தை உண்மையப்பா	அழமப்பா உன்வார்த்தைக் உண்மை யப்பா	ஆழமப்பா உன்வார்த்தை உண்மை அப்பா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340080.mp3	குறிகொண்டே உலகெங்கும் குறைவின்றித் தேடும்	புரிகொண்டே உலகங்கும் புரைவின்றி் தேடும்	குறிகொண்டே உலகெங்கும் குறைவின்றித் தேடும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340081.mp3	வீட்டுக் காரர் மேலும் தொடங்கினார்	வீட்டுக் காரரத் நேலும் தொடங்கினார்	வீட்டுக் காரர் மேலும் தொடங்கினார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340082.mp3	சாக்காட்டை நீக்கிட வேண்டும் என்றான்	சாக்காட்டை் நீக்கிட வேண்டும் என்றான்	சாக்காட்டை நீக்கிட வேண்டும் என்றான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340118.mp3	வன்புக் கெலாம் அதுவேதுணை யாய்விடும்	வண்புக்கெலாம் அதுவே துணை யாய்விடும்	வன்புக் கெலாம் அதுவேதுணை யாய்விடும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340119.mp3	சமையும் ஒருத்திஅப் பூஞ்சோலை  எனைத்	சமையும் ஒருத்தி கப்பூஞ் சோலை  எனைக்	சமையும் ஒருத்திஅப் பூஞ்சோலை  எனைக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340120.mp3	வல்லமை கேட்டிருந்தால் அதைக் கூறாய்	வல்லமை கேட்டிருந்தால் அதை ஓராய்க்	வல்லமை கேட்டிருந்தால் அதனை ஊரார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340121.mp3	அருந்தட்டும் என்றாள் காதலர்கள் சென்றார்	அருந்தட்டும் என்றார் காதலர்கள் சென்றார்	அருந்தட்டும் என்றார் காதலர்கள் சென்றார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340123.mp3	மாதர்முன் னேற்றத்தால் மகிழ்வது மாண்பா	மாதர் முன்நேற்றுத்தால் மகிழ்வது மாண்பார்	மாதர்முன் னேற்றத்தால் மகிழ்வது மாண்பா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340158.mp3	என்னுளத்தில் தன்வடிவம் இட்டஎழில் மங்கை	என்னுள்ளத்தில் தன்படிகும் இட்டையெழில் மங்கை	என்னுள் ளத்தில் தன் படியும் இட்டஎழில் மங்கை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340159.mp3	மாமுனி வோர்பலர் வாழ்ந்த பொன்னாடு	மாமுணி ஓர்பலர் வாழ்ந்துப் பொன்னாடு	மாமுனி பற்பலர் வாழ்ந்த பொன்னாடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340160.mp3	நெடுந் தூக்கத்தில் படிந்து கிடந்தான்	நெடுந் தூக்கத்தில் படிந்து கிடந்தான்	நெடுந் தூக்கத்தில் படிந்து கிடந்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340161.mp3	என் பேரு தமிழ்	என்பேறு  தமிழ்	என் பேறு  தமிழ்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340162.mp3	அலமாரி தன்னை கிலுக்கென்று திறந்தான்	பலமாரி தன்னைத் கிலுக்கென்று திறந்தான்	அலமாரி தன்னைக் கிலுக்கென்று திறந்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340165.mp3	தாழ்தன்னைச் சிரமமின்றித் திறந்து விட்டார்	காழுதன்னைச் சிறமமின்றித் திறந்துவிட்டார்	தாழ்தன்னைச் சிரமமின்றித் திறந்து விட்டார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340166.mp3	பஞ்சமோ பஞ்சம் என்றே  நிதம்	பஞ்சமோ பஞ்சம் என்றே நீதம்	பஞ்சமோ பஞ்சம் என்றே நிதம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340167.mp3	என்னென்பேன் அதோபூரிக் கின்றதுவெண் ணிலவும்	என்னன்பேன்அதோ புறிக் கின்றதுவெண் நிலவும்	என்னென்பேன் அதோபூரிக் கின்றதுவெண் நிலவும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340168.mp3	கொஞ்சம் அவமதித்திக் கோவை உதடு	கொஞ்சம் அபமதித் கோவை வுதடு	கொஞ்சம் அமுதத் கோவை உதடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340169.mp3	வானத்தில்எங்கெங்கும் தன்னழகைச் சிந்திச்	பானத்தில் எங்கிங்கும் தன்னழகைச் சிந்தி	வானத்தில்எங்கெங்கும் தன்னழகைச் சிந்திச்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340170.mp3	மங்கிப் போக வைத்தாய் காலடி	மங்கிப் போகவை தாய்க் காலடி	மங்கிப் போக வைத்தாய் காலடி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340171.mp3	குணவதி வாழ்க்கைஎவ்  வணமினி ஆவது	குணவதி வாழ்க்கை எவ்வணமினி ஆவது	குணவதி வாழ்க்கைஎவ் வணமினி ஆவது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340172.mp3	ஆம்புலன்ஸ கூப்பிடு	ஆம்பு லென்செக் கூப்பீடு	ஆம்புலன்ஸ கூப்பிடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340173.mp3	ஆடல் பாடல் அரங்கு செய்தன	ஆாடல் பாடல் அறங்கு செய்தன	ஆடல் பாடல் அரங்கு செய்தன
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340174.mp3	சகலகலை வல்லவன்இவ் வுலகோர் போற்றும்	சகன கலை வள்ளவன் இவ்வுளவோர் போற்டும்	சகலகலை வல்லவன்இவ் வுலகோர் போற்றும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340175.mp3	பெண்டுபிள்ளை பெண்டுபிள்ளை என்றுரைத்தான் சோர்ந்தான்	பெண்டுபிள்ளை பெண்டுபிள்ளை என்றூரைத்தான் சோர்ந்தான்	பெண்டுபிள்ளை பெண்டுபிள்ளை என்றுரைத்தான் சோர்ந்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340176.mp3	இப்பவே கெளம்பு	இப்பவே கிளம்பு	இப்பவே கெளம்பு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19340177.mp3	ஒளிசெயும் மணியிருள் குளிர்ச்சி நிசப்தம்	ஒொளிசெய்யும் மணிஇருட் குபிழச்சி நிசப் தம்	கொளிசெய் யும் மணியிருள் குளிர்ச்சி நிசப்தம்
