Unnamed: 0	audios	text	without_lm	with_lm
2591	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0036.wav	murdoch took his nod as evidence enough and turned to the wretched toughs	murdock took his nod as evidence enough and turned to the wretched tuffs	murdoch took his nod as evidence enough and turned to the wretched tufts
2592	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0037.wav	if he should turn up dead i'll know you boys are responsible and i'll find you	if he should turn up dead i'll know you boys are responsible and i'll find you	if he should turn up dead i'll know you boys are responsible and i'll find you
2593	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0038.wav	trouble began brewing shortly after though	trouble began brewing shortly after though	trouble began brewing shortly after though
2594	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0039.wav	murdoch sent one of the men to pick up a second squad of six and then a third	murdoc sent one of the men to pick up a second squad of six and then a third	murdoch sent one of the men to pick up a second squad of six and then a third
2595	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0040.wav	in the third one bruce gordon spotted one of the men who'd been beaten before	and the third one bruce gordon spotted one of the men who had been beaten before	and the third one bruce gordon spotted one of the men who had been beaten before
2596	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0041.wav	get a stretcher and take him wherever he belongs he ordered	get a stretcher and take him wherever he belongs he ordered	get a stretcher and take him wherever he belongs he ordered
2597	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0042.wav	but the captain stirred finally sighing	but the captain stirred finally sighing	but the captain stirred finally sighing
2598	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0043.wav	no the cops they're giving me we're covered gordon	no the cops are giving me were covered gordon	no the cops are giving me were covered gordon
2599	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0044.wav	but the stonewall gang is backing wayne	but the stonewall gang is back in wayn	but the stonewall gang is back in wayne
2600	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0045.wav	but it's going to be tough on them	but it's going to be tough on them	but it's going to be tough on them
2601	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0046.wav	bruce gordon grimaced i've got a yellow ticket from security	bruce gordon grimaced i've got a yellow ticket from security	bruce gordon grimaced i've got a yellow ticket from security
2602	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0047.wav	murdoch blinked he dropped his eyes slowly	murdoc blinked he dropped his eyes slowly	murdoch blinked he dropped his eyes slowly
2603	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0048.wav	what makes you think wayne will be re elected	what makes you think wayne will be reelected	what makes you think wayne will be re elected
2604	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0049.wav	nobody wants him except a gang of crooks and those in power	nobody wants him except a gang of crooks and those in power	nobody wants him except a gang of crooks and those in power
2605	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0050.wav	ever see a martian election	ever see a martian election	ever see a martian election
2606	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0051.wav	no you're a firster he can't lose	no you're a firster he can't lose	no you're a firster he can't lose
2607	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0052.wav	and then hell is going to pop and this whole planet may be blown wide open	and then hell is going to pop and this whole planet may be blown wide open	and then hell is going to pop in this whole planet may be blown wide open
2608	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0053.wav	it fitted with the dire predictions of security and with the spying gordon was going to do according to them	it fitted with the dia predictions of security and what the spyin gordon was going to do according to them	it fitted with the die predictions of security and what the spying gordon was going to do according to them
2609	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0054.wav	he was getting even fatter now that he was eating better food from the fair restaurant around the corner	he was getting even fatter now that he was eating better food from the fair restaurant around the corner	he was getting even fatter now that he was eating better food from the fair restaurant around the corner
2610	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0055.wav	cost em more but they'd be respectable	cost em more but they'd be respectable	cost  more but they'd be respectable
2611	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0056.wav	because izzy is always honest according to how he sees it	because izee is always honest according to how he sees it	because izzy is always honest according to how he sees it
2612	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0057.wav	but you got earth ideas of the stuff like i had once	but you got earth ideas of the stuff like i had once	but you got earth ideas of the stuff like i had once
2613	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0058.wav	the groups grew more experienced and murdoch was training a new squad every night	the groups grew more experienced and murdock was training a new squad every night	the groups grew more experienced and murdoch was training a new squad every night
2614	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0059.wav	it wasn't exactly legal but nothing was here	it wasn't exactly legal but nothing was here	it wasn't exactly legal but nothing was here
2615	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0060.wav	this could lead to abuses as he'd seen on earth	this could lead to abuses as he'd seen on earth	this could lead to abuses as he'd seen on earth
2616	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117016-0061.wav	but there probably wouldn't be time for it if mayor wayne was re elected	but there probably wouldn't be time for it if mayor wayne was reelected	but there probably wouldn't be time for it if mayor wayne was re elected
2617	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0000.wav	it was night outside and the phosphor bulbs at the corners glowed dimly giving him barely enough light by which to locate the way to the extemporized precinct house	it was night outside and the phospher bulbs at the corners glowed dimly giving him barely enough light by which to locate the way to the extemporized precinct house	it was night outside and the phosphor bulbs at the corners glowed dimly giving him barely enough light by which to locate the way to the extemporized precinct house
2618	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0001.wav	it had probably been years since any had dared risk it after the sun went down	it had probably been years since any had dared risk it after the sun went down	it had probably been years since any had dared risk it after the sun went down
2619	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0002.wav	and the slow doubtful respect on the faces of the citizens as they nodded to him was even more proof that haley's system was working	and the slow doubtful respect on the faces of the citizens as they nodded to him was even more proof that haley system was working	and the slow doubtful respect on the faces of the citizens as they nodded to him was even more proof that haley's system was working
2620	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0003.wav	gordon hit the signal switch and the marspeaker let out a shrill whistle	gordon hit the signal switch and the mar speaker let out a shrill whistle	gordon hit the signal switch and the marspeaker let out a shrill whistle
2621	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0004.wav	guns suddenly seemed to be flourishing everywhere	guns suddenly seemed to be flourishing everywhere	guns suddenly seemed to be flourishing everywhere
2622	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0005.wav	you can't do it to me	you can't do it to me	you can't do it to me
2623	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0006.wav	i'm reformed i'm going straight	i'm reformed i'm going straight	i'm reformed i'm going straight
2624	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0007.wav	you damned cops can't o'neill was blubbering	you damned cops can't o'nia was blubbering	you damned cops can't one was blubbering
2625	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0008.wav	one look was enough the work papers had the telltale over thickening of the signature that had showed up on other papers obviously forgeries	one look was enough the work papers had the tell tail over thickening of the signature they had showed up on other papers obviously forgeries	one look was enough the work papers had the tell tail over thickening of the signature they had showed up on other papers obviously forgeries
2626	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0009.wav	some turned away as gordon and the other cop went to work but most of them weren't squeamish	some turned away as gordon and the other cop went to work but most of them weren't squeamish	some turned away as gordon and the other cop went to work but most of them weren't squeamish
2627	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0010.wav	when it was over the two picked up their whimpering captive	when it was over the two picked up their whimpering captive	when it was over the two picked up their whimpering captive
2628	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0011.wav	jenkins the other cop had been holding the wallet	jenkins the other cop had been holding the wallet	jenkins the other cop had been holding the wallet
2629	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0012.wav	must of been making a big contact in something fifty fifty	must have been making a big contact in something fifty fifty	must have been making a big contact in something fifty fifty
2630	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0013.wav	there must have been over two thousand credits in the wallet	there must have been over two thousand credits in the wallet	there must have been over two thousand credits in the wallet
2631	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0014.wav	when gordon and jenkins came back murdoch tossed the money to them split it	when gordon and jenkins came back murdoc tossed the money to them split it	when gordon and jenkins came back murdoch tossed the money to them split it
2632	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0015.wav	whatever comes to hand gov'nor	whatever comes to han govnor	whatever comes to hand governor
2633	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0016.wav	like this social call gordon asked him	like this social call gordon asked him	like this social call gordon asked him
2634	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0017.wav	the little man shook his head his ancient eighteen year old face turning sober nope	the little man shook his head his ancient eighteen year old face turning sober e	the little man shook his head his ancient eighteen year old face turning sober
2635	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0018.wav	you owe me some bills gov'nor	you owe me some bills governor	you owe me some bills governor
2636	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0019.wav	eleven hundred fifty credits	eleven hundred fifty credits	eleven hundred fifty credits
2637	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0020.wav	you didn't pay up your pledge to the campaign fund so i hadda fill in	you didn't pay up your pledge to the captain fund so i had ta fill in	you didn't pay up your pledge to the captain fund so i had to fill in
2638	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0021.wav	a thousand interest at ten per cent a week standard right	a thousand interest at ten per cent a week standard right	a thousand interest at ten per cent a week standard right
2639	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0022.wav	gordon had heard of the friendly interest charged on the side here but he shook his head wrong izzy	gordon had heard of the friendly interest charged on the side here but he shook his head wrong as he	gordon had heard of the friendly interest charged on the side here but he shook his head wrong as he
2640	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0023.wav	huh izzy turned it over and shook his head	huh as he turned it over and shook his head	huh as he turned it over and shook his head
2641	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0024.wav	now show me where i signed any agreement saying i'd pay you back	now show me where i signed any agreement saying i'd pay you back	now show me where i signed any agreement saying i'd pay you back
2642	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0025.wav	for a second izzy's face went blank then he chuckled	for a second dizzy's face went blank then he chuckled	for a second izzy's face went blank then he chuckled
2643	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0026.wav	he pulled out the bills and handed them over	he pulled out the bills and handed them over	he pulled out the bills and handed them over
2644	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0027.wav	thanks izzy thanks yourself	thanks hizzy thanks yourself	thanks izzy thanks yourself
2645	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0028.wav	the kid pocketed the money cheerfully nodding	the kid pocketed the money cheerfully nodding	the kid pocketed the money cheerfully nodding
2646	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0029.wav	the little guy knew mars as few others did apparently from all sides	the little guy knew mars as few others did apparently from all sides	the little guy knew mars as few others did apparently from all sides
2647	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0030.wav	and if any of the other cops had private rackets of their own izzy was undoubtedly the man to find it out and use the information with a beat such as that even going halves and with all the graft to the upper brackets he'd still be able to make his pile in a matter of months	and if any of the other cops had private rackets of their own izy was undoubtedly the man to find it out and use the information with a beat such as that even going halves and with all the graph to the upper brackets he'd still be able to make his pile in a matter of months	and if any of the other cops had private rackets of their own izzy was undoubtedly the man to find it out and use the information with a beat such as that even going halves and with all the grape to the upper brackets he'd still be able to make his pile in a matter of months
2648	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0031.wav	the captain looked completely beaten as he came into the room and dropped onto the bench	the captain looked completely beaten as he came into the room and dropped onto the bench	the captain looked completely beaten as he came into the room and dropped into the bench
2649	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117017-0032.wav	go on accept damn it	go on except dammit	go on except dot
2650	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0000.wav	there was a man coming from earth on a second ship who would see him	there was a man coming from earth on a second ship who would see him	there was a man coming from earth on a second ship who would see him
2651	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0001.wav	the little publisher was back at the crusader again	the little publisher was back at the crusader again	the little publisher was back at the crusader again
2652	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0002.wav	only gordon and sheila were left	only gordon and sheila were left	only gordon and sheila were left
2653	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0003.wav	credit had been established again and the businesses were open	credit had been established again and the businesses were open	credit had been established again and the businesses were open
2654	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0004.wav	gordon came to a row of temporary bubbles individual dwellings built like the dome but opaque for privacy	gordon came to a row of temporary bubbles individual dwellings built like the dome but opaque for privacy	gordon came to a row of temporary bubbles individual dwellings built like the dome but opaque for privacy
2655	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0005.wav	they had been lucky	they had been lucky	they had been lucky
2656	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0006.wav	schulberg's volunteers were official now	schulberg's volunteers were official now	schulberg's volunteers were official now
2657	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0007.wav	fats place was still open though the crooked tables had been removed gordon dropped to a stool slipping off his helmet	fat's place was still open though the crooked tables had been removed gordon dropped to a stool slipping off his helmet	fats place was still open though the crooked tables had been removed gordon dropped to a stool slipping off his helmet
2658	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0008.wav	he reached automatically for the glass of ether needled beer	he reached automatically for the glass of ether needled beer	he reached automatically for the glass of ether needled beer
2659	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0009.wav	thought you'd be in the chips	thought you'd be in the chips	thought you'd be in the chips
2660	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0010.wav	that's mars gordon echoed the other's comment why don't you pull off the planet fats you could go back to earth i'd guess the other nodded	that's mars gordon echoed the other's comment why don't you pull off the planet fats you could go back to earth i'd guess the other nodded	that's mars gordon echoed the other's comment why don't you pull off the planet fats you could go back to earth i'd guess the other nodded
2661	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0011.wav	guess a man gets used to anything hell maybe i can hire some bums to sit around and whoop it up when the ships come in and bill this as a real old martian den of sin	gesamian gets used to anything hell maybe i can hire some bums to sit around and whoop it up when the ships come in and build this as a real old martian den of syn	guess i mean gets used to anything hell maybe i can hire some bums to sit around and whoop it up when the ships come in and build this as a real old martian den of sin
2662	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0012.wav	there was a grin on the other's face	there was a grin on the other's face	there was a grin on the other's face
2663	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0013.wav	finally got our orders for you it's mercury	finally got out orders for you it's mercury	finally got out orders for you it's mercury
2664	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0014.wav	we sent twenty others the same way and they failed	we sent twenty others the same way and they failed	we sent twenty others the same way and they failed
2665	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0015.wav	let's say you've shifted some of the misery around a bit and given them a chance to do better	let's say e've shifted some of the misery around a bit and given them a chance to do better	let's say i've shifted some of the misery around a bit and given them a chance to do better
2666	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0016.wav	you can't stay here	you can't stay here	you can't stay here
2667	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0017.wav	there's a rocket waiting to transship you to the moon on the way to mercury right now gordon sighed	there's a rocket waiting to tranship you to the moon on the way to mercury right now gordon sighed	there's a rocket waiting to transship you to the moon on the way to mercury right now gordon sighed
2668	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0018.wav	and i've paid her the pay we owe you from the time you began using your badge she's out shopping	and i paid her the pay we o you from the time you begin using your badge she's out shopping	and i paid her the pay we o you from the time you begin using your badge she's out shopping
2669	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0019.wav	but his old eyes were glinting	but his old eyes were glinting	but his old eyes were glinting
2670	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0020.wav	did you think we'd let you go without seeing you off cobber he asked	did you think we'd let you go without seeing you off cober he asked	did you think we'd let you go without seeing you off cobber he asked
2671	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0021.wav	i i oh drat it i'm getting old izzy you tell him	i i oh dragdit i'm getting old easy you tell him	i i oh drat i'm getting old easy you tell him
2672	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8131-117029-0022.wav	he grabbed gordon's hand and waddled down the landing plank izzy shook his head	he grabbed gordon's hand and wadtled down the landing plank as he shook his head	he grabbed gordon's hand and waddled down the landing plank as he shook his head
2673	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0000.wav	annie colchester had begun to make friends with leslie	any colchester had begun to make friends with lislye	any colchester had begun to make friends with leslie
2674	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0001.wav	leslie determined to try for honors in english language and literature	leasley determined to tri ful honors in english language and literature	lastly determined to try for honors in english language and literature
2675	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0002.wav	her tastes all lay in this direction her idea being by and by to follow her mother's profession of journalism for which she already showed considerable aptitude	her tastes all lay in thisdiraction her idea being by and by to follow her mother's profession of journalism for which she already showed considerable aptitude	her tastes all lay in this direction her idea being by and by to follow her mother's profession of journalism for which she already showed considerable aptitude
2676	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0003.wav	she had no idea of allowing herself to break down	she had no idea of allowing herself to break down	she had no idea of allowing herself to break down
2677	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0004.wav	what do you mean replied leslie	what do you mean replied lisily	what do you mean replied lazily
2678	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0005.wav	why you will be parting from me you know	why you will be parting from me you know	why you will be parting from me you know
2679	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0006.wav	i won't be the constant worry and plague of your life	i won't be the constant worry and plague of your life	i won't be the constant worry and plague of your life
2680	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0007.wav	it is this if by any chance you don't leave saint wode's annie i hope you will allow me to be your roomfellow again next term	it is this if by any chance you don't leave saint wods anny i hope you will allow me to be your roomfellow again next term	it is this if by any chance you don't leave saint wode's any i hope you will allow me to be your roomfellow again next term
2681	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0008.wav	said annie a flash of light coming into her eyes and then leaving them	sid annie a flash of light coming into her eyes and then leaving them	said annie a flash of light coming into her eyes and then leaving them
2682	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0009.wav	but she added abruptly you speak of something which must not take place	but she added abruptly you speak of something which must not take place	but she added abruptly you speak of something which must not take place
2683	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0010.wav	i must pass in honors if i don't i shall die	i must parth en honours if i don't i shall die	i must part in honors if i don't i shall die
2684	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0011.wav	a few moments later there came a tap at the door	a few moments later there came a tap at the door	a few moments later there came a tap at the door
2685	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0012.wav	leslie opened the door	lesly opened the door	leslie opened the door
2686	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0013.wav	jane heriot stood without	jane harryott stood without	jane heriot stood without
2687	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0014.wav	these letters have just come for you and annie colchester she said and as i was coming upstairs i thought i would leave them with you	these lettershave just come for you and any coaches doe she said and as i was coming upstairs i thought i would leave them with you	these letters have just come for you and any coach do she said and as i was coming upstairs i thought i would leave them with you
2688	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0015.wav	leslie thanked her and eagerly grasped the little parcel	lesly thanked her and eagerly grasped the little parcel	leslie thanked her and eagerly grasped the little parcel
2689	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0016.wav	her eyes shone with pleasure at the anticipation of the delightful time she would have reveling in the home news the other letter was directed to annie colchester	her eyes shone with pleasure at the anticipation of the delightful time she would have riveling in the home news the other letter was directed to any colchester	her eyes shone with pleasure at the anticipation of the delightful time she would have reveling in the home news the other letter was directed to any colchester
2690	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0017.wav	here is a letter for you annie cried leslie	here is a little for you annie cried lisly	here is a little for you annie cried leslie
2691	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0018.wav	her face grew suddenly white as death what is it dear	her face grew suddenly white as death what as a deer	her face grew suddenly white as death what as a dear
2692	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0019.wav	i have been starving or rather i have been thirsting	i have been starving or rather i have been thirsting	i have been starving or rather i have been thirsting
2693	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0020.wav	well read it in peace said leslie i won't disturb you	well read it in peace said ladisley i won't disturb you	well read it in peace said ladies i won't disturb you
2694	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0021.wav	i am truly glad it has come	i am truly glad it jas come	i am truly glad it jis come
2695	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0022.wav	leslie seated herself with her back to her companion and opened her own letters	lysly seated herself with her back to her companion and opened her own letters	leslie seated herself with her back to her companion and opened her own letters
2696	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0023.wav	don't notice me replied annie	don't notice me replied annye	don't notice me replied annie
2697	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0024.wav	i must go into the grounds the air is stifling	i must go into the grounds the air is stifling	i must go into the ground the air is stifling
2698	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0025.wav	but they are just shutting up	but they are just shutting up	but they are just shutting up
2699	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0026.wav	i shall go i know a way	i shall go i know a way	i shall go i know a way
2700	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0027.wav	just after midnight she rose with a sigh to prepare for bed	just after midnight she rose with a sigh to prepare for bid	just after midnight she rose with a sigh to prepare for bed
2701	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0028.wav	she looked round the room	she looked around the room	she looked around the room
2702	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0029.wav	now i remember she got a letter which upset her very much and went out	now i remember she got a letter which upsette her very much and went out	now i remember she got a letter which upset her very much and went out
2703	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0030.wav	leslie went to the window and flung it open she put her head out and tried to peer into the darkness but the moon had already set and she could not see more than a couple of yards in front of her	lizilye went to the window and flung it open she put her head out and tried to peer into the darkness but the moon had already seen it and she could not see more than a couple of yards in front of her	leslie went to the window and flung it open she put her head out and tried to peer into the darkness but the moon had already seen it and she could not see more than a couple of yards in front of her
2704	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0031.wav	she is a very queer erratic creature and that letter there was bad news in that letter	she is a very queer eratic creature and that letter there was bad news in that letter	she is a very queer erratic creature and that letter there was bad news in that letter
2705	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0032.wav	what can she be doing out by herself	what can she've doing out by herself	what can she doing out by herself
2706	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0033.wav	leslie left the room but she had scarcely gone a dozen paces down the corridor before she met annie returning	lesley lefthed room but she had scarcely gone a dozen places down the corridor before she met any returning	leslie lifted room but she had scarcely gone a dozen places down the corridor before she met any returning
2707	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0034.wav	annie's eyes were very bright her cheeks were no longer pale and there was a brilliant color in them	anny's eyes were very bright her cheeks were no longer pale and thre was a brilliant color in them	annie's eyes were very bright her cheeks were no longer pale and the was a brilliant color in them
2708	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0035.wav	she did not take the least notice of leslie but going into the room shut the door	she did not take the least notice of lisli but going into the room shut the door	she did not take the least notice of leslie but going into the room shut the door
2709	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0036.wav	don't begin said annie	don't begin see janny	don't begin see fanny
2710	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0037.wav	don't begin what do you mean	don't begin what do you mean	don't begin what do you mean
2711	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0038.wav	i mean that i don't want you to begin to ask questions	i mean that i don't want you to begin to ask questions	i mean that i don't want you to begin to ask questions
2712	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0039.wav	i walked up and down as fast as ever i could outside in order to make myself sleepy	i walked up and down as fast as ev i could outside in order to make myself sleepy	i walked up and down as fast as if i could outside in order to make myself sleepy
2713	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0040.wav	don't talk to me leslie don't say a single word	don't talk to me lislie don't say a single word	don't talk to me leslie don't say a single word
2714	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0041.wav	i shall go off to sleep that is all i care for	i shall go off to sleep that is all i care for	i shall go off to sleep that is all i care for
2715	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0042.wav	don't said annie	don't said any	don't said any
2716	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0043.wav	now drink this at once she said in a voice of authority if you really wish to sleep	now drink this at once she said in a voice of authority if you really wish to sleep	now drink this at once she said in a voice of authority if you really wish to sleep
2717	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0044.wav	annie stared vacantly at the cocoa then she uttered a laugh	annie stared vacantly at the coco then she uttered a laugh	annie stared vacantly at the cocoa then she uttered a laugh
2718	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0045.wav	drink that she said	drink that she said	drink that she said
2719	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0046.wav	do you want to kill me don't talk any more	do you want to kill me don't talk anymore	do you want to kill me don't talk any more
2720	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0047.wav	i am sleepy i shall sleep	i am sleeping i shall sleep	i am sleeping i shall sleep
2721	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0048.wav	she got into bed as she spoke and wrapped the clothes tightly round her	she gottened a bit as she spoke and wraped the clothes tightly round her	she got one a bit as she spoke and wrapped the clothes tightly round her
2722	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0049.wav	can't you manage with a candle just for once	can'd you manage with a candle just for once	can't you manage with a candle just for once
2723	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0050.wav	certainly said leslie	certainally sed ureously	certainly seriously
