audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346732.mp3	கன்னியுளம் இருளென்று கலங்கிற்றோ கட்டுக்	கன்னியுளம் இருளென்று கலங்கிற்றோக் கட்டுக்	கன்னியுளம் இருளென்று கலங்கிற்றோ கட்டுக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346733.mp3	எண்சீர் விருத்தம்	எண்சீர் விருத்தம்	எண்சீர் விருத்தம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346734.mp3	வையமுழுவதும் துண்டு செய்வேன்  என	வைய உளுவதும் தூண்டு செய்வேன் என	வையமுழுவதும் துண்டு செய்வேன் என
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346760.mp3	நச்சைவாயி லே கொணர்ந்து நண்ப ரூட்டு போதினும்	நச்சை வாயிலே கொணர்ந்து நன்பருட்டுப் போதினும்	நச்சைவாயி லே கொணர்ந்து நண்ப குண்டுப் போதினும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346761.mp3	ஏனிங்கு நின்றீர் எடுத்துவரு வீர்மலையை	ஏனிங்கு நின்றீர் எடுத்துவரிவீர் மலையை	ஏனிங்கு நின்றீர் எடுத்துவரு வீர்மலையை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346762.mp3	தலைமுறைகள் பலகழித்தோம் குறைகளைந்தோமில்லை	தலைமுரைகள் பலகழித் தோம் குறைகளைந்தோ மில்லை	தலைமுறைகள் பலகழித்தோம் குறைகளைந்தோமில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346763.mp3	என்றான் தங்கை இயம்பு கின்றாள்	என்றான் தங்கை இயம்புகின்றாள்	என்றான் தங்கை இயம்பு கின்றாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346764.mp3	கைத்துப் பாக்கியைக் கையில் கொடுத்தான்	கைதுப் பாக்கியைக் கையில் கொடுத்தான்	கைத்துப் பாக்கியைக் கையில் கொடுத்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346776.mp3	எந்த கம்பெனில வேலை செய்யுற	எந்த் கம்பனில வலசெயிறார்	எந்த கம்பெனில வை செய்தார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346777.mp3	இந்த நிலையிற் சுதந்திரப் போரெங்கே	இந்த நிலையிற் சுதந்திரப் போரங்கே	இந்த நிலையிற் சுதந்திரப் போரெங்கே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346778.mp3	வார்த்தைக்கு மோசமில்லை	வார்த்தைக்கு மோசமில்லை	வார்த்தைக்கு மோசமில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346779.mp3	இந்தாவென் றேஇயற்கை அன்னை வானில்	இந்தா வென்றே இயற்கை அன்னை வானில்	பந்தா வென்றே இயற்கை அன்னை வானில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346785.mp3	புண்ணாக்கிப் போடாதே போபோ மறைந்துவிடு	புன்ணாக்கிப் போடாதே போபோ மறைந்துவிடு	புண்ணாக்கிப் போடாதே போபோ மறைந்துவிடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346786.mp3	நீள இடையின்றி நீநினைத்தால்  அம்மை	நீழ இழையின்றி நீனினைத்தால் அம்மை	நீள இடையின்றி நீநினைத்தால் அம்மை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346788.mp3	இனிதினிதாய் எழுந்தஉயர் எண்ண மெல்லாம்	இனிதினிதாய் எழுந்தஉயர்எண்ணமெல்லாம்	இனிதினிதாய் எழுந்தஉயர் எண்ண மெல்லாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346789.mp3	பச்சிலைக்குச் சஞ்சீவி பர்வதம்செல் வேன் என்றாள்	பட்சிலைக்குச் சஞ்சீவி பர்வதம் சொல்வே நென்டாள்	பச்சிலைக்குச் சஞ்சீவி பர்வதம்செல் வை தென்றாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346795.mp3	தங்கும் வௌியினிற் கோடியண்டம்  அந்தத்	தங்கும் வெளியினர்க் கோடிஅண்டம் அந்த்	தங்கும் வௌியினிற் கோடியண்டம் அந்தக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346796.mp3	செப்பும் மணிவாயால்	செப்பும் மணிவாயல்	செப்பும் மணிவாயால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19346797.mp3	செய்வன திருந்தச் செய்	செய்வனத் திருந்தச் செய்	செய்வன திருந்தச் செய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760795.mp3	நடவுசெய்த தோழர்கூலி	நடவுசெய்த தோளர் கூடி	நடவுசெய்த தோடர் கூடிப்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760800.mp3	அவ்வா றதனை அங்கே வைத்தார்	ஐவ்வார் அதனை அங்கே வைத்தார்	இவ் வார் அதனை அங்கே வைத்தார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760801.mp3	தெரிந்ததுதான் ஆனாலும் ஒன்றே யொன்று	திரிந்ததுதான் ஆணாளும் ஒன்றே யஒன்று	தெரிந்ததுதான் ஆனாலும் ஒன்றே ஒன்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760802.mp3	ஏகமன தாகிஅவர் நம்மை எதிர்ப்பதெங்கே	ஏக மனதாகே அவர்நம்மை எதிர்ப்ப தெங்க	ஏகமன தாலே அவர் நம்மை எதிர்ப்பதெங்கே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760840.mp3	இனிமைத் தமிழ்மொழி	இனிமைத் தமிழ்முடி	இனிமைத் தமிழ்மொழி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760842.mp3	எழில்முதுகிற் கைவைத்தான் புதுமைஒன்று கண்டேன்	எழில்முதுகிற் கவைத்தான் புதுமையொன்று கண்டேன்	எழில்முதுகிற் வைத்தான் புதுமை யொன்று கண்டேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760843.mp3	அரசியோ வீரம் உறுதி அமைந்தாள்	அரசியோ வீரம் உருதி அமைந்தாள்	அரசியோ வீரம் உறுதி அமைந்தாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760844.mp3	மேலைக் கடல்முழுதும் கப்பல் விடுவோம்	மேலை கடல்மொழுதும் கப்பல் விடுவோம்	மேலைக் கடல்முழுதும் கப்பல் விடுவோம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760872.mp3	நீ பேசும் வார்த்தை எல்லோருக்கும் புரியும்	நிபேசும் வார்த்தை எல்லொருக்கும் புரியும்	நீ பேசும் வார்த்தை எல்லோருக்கும் புரியும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760874.mp3	தமிழ்மொழியில் இயற்றல் வேண்டும்	தமிழ்மொழியில் இயற்றல் வேண்டும்	தமிழ்மொழியில் இயற்றல் வேண்டும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760877.mp3	நரம்புதரும் தொனியை	நறம்புதரும் தொணியைக்	நரம்புதரும் தொனியை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760879.mp3	சற்றும் கருதாமல்	சற்றும் கருதாமல்	சற்றும் கருதாமல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760880.mp3	விரிபுனற் குளத்தையும் வெதுப்பிய தெண்ணினேன்	விரிப்புனர் குலத்தையும் வெதுப்பிய தெண்னினேன்	விரிபுனற் குளத்தையும் வெதுப்பிய தெண்ணினேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760931.mp3	வெயில்	வெயில்	வெயில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760936.mp3	காதலுத்துக் கண்ணலுத்துக் கைகள் அலுத்துக்	காதலுக்குக் கண்ணடுத்த கைகள் எழுத்துக்	காதலுக்கும் கண் அடுத்த கைகள் எடுத்துக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760939.mp3	சங்கமம் ஆவதுண்டாம்  காதற்	சங்கமம் ஆவதுண்டாம்  காதற்	சங்கமம் ஆவதுண்டாம்  காதற்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760941.mp3	ஏந்திழை அண்டை நெருங்கி விட்டார்  அயல்	ஏந்திலை அண்டை நெறிங்கிவிட்டார் அயல்	ஏந்திழை அண்டை நெருங்கி விட்டார் அயல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760979.mp3	நெட்டை யன்தலை குட்டை இறைப்பினில்	நெட்டைஅன் தலை புட்டை இரைப் பினர்	நெட்டை அவன் தலை குட்டை வரை பின்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760981.mp3	வாய்ந்த சமத்துவ உச்சியில் நின்று	வாய்ந்த சமத்துவ வுச்சியல் நின்று	வாய்ந்த சமத்துவ உச்சியில் நின்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760984.mp3	எளியநடை யில்தமிழ்நூல் எழுதிடவும் வேண்டும்	எலிய நடையில் தமிழ்நோல் எழிதிடவும் வேண்டும்	எளியநடை யில்தமிழ்நூல் எழுதிடவும் வேண்டும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760987.mp3	ரூம் காலியா இருக்கா	வுங் கலியாருக்கா	வோம் காலியா இருக்கா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19760990.mp3	கண்ணைஅவள் கண்ணிலிட்டுக் கையேந்தி நின்றிட்டான்	கன்ணை அவள்கண்ணிலிட்டுக் கையிந்தி நின்றிட்டான்	கண்ணைஅவள் கண்ணிலிட்டுக் கையேந்தி நின்றிட்டான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761008.mp3	இதயம் நாடிய இளவல்	இதயம் நாடியைகளவள்	இதயம் நாடிய இளவல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761011.mp3	அப்படி ஒன்றும் நன்றாக இல்லை	அப்படி ஒொன்றும் நன்றாக யில்லை	அப்படி ஒன்றும் நன்றாக யில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761017.mp3	கூறிட்டு நரிதின்னக் கொடுத் திடுவேன்	கூரிட்டுப் நறிதின்னக் கொடுத்திடுவேன்	கூறிட்டு நரிதின்னக் கொடுத் திடுவேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761020.mp3	மேனி சிலிர்த்தாள்  இதைக்	மேனி ஸிலிர் தாள் இதை	மேனி சிலிர்த்தாள் இதை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761348.mp3	தாயின் கைப்பந்தென ஓடுமடா  ஒரு	தாயின் கைப்டந்தன ஓடுமடா ஒரு	தாயின் கைப்பந்தென ஓடுமடா ஒரு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761356.mp3	உயர்மலைகள் சோலைநதி இயற்கைஎழில் கள்பார்	உயர்மலைகள் சோலை நதி இயற்க எழிர்கள் பார்	உயர்மலைகள் சோலைநதி இயற்கைஎழில் கள்பார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761358.mp3	கன்னத்தை மாத்திரம்என் கையிற் கொடுங்க ளென்றாள்	கண்ணத்தை மாத்திரம்என் கையிற் கொடுங்க லென்றாள்	கன்னத்தை மாத்திரம்என் கையிற் கொடுங்க ளென்றாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761359.mp3	செந்தமிழைச் செழுந்தமிழாய்ச் செய்வதுவும் வேண்டும்	செந்தமிழை செழுந்தமிழாய் செய்வதும் வேண்டும்	செந்தமிழை செழுந்தமிழாய்ச் செய்வது ம் வேண்டும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761409.mp3	இனிமைத் தமிழ்மொழி எமது  எமக்	இனிமைத் தமிழ்மொழி அமது எமக்	இனிமைத் தமிழ்மொழி எமது எமக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761411.mp3	கலையென்ற கடலுக்குக் கரைகண்ட புணையாம்	கலையென்ற கடலுக்குக் கரைகண்டப் புனையாம்	கலையென்ற கடலுக்குக் கரைகண்ட புணையாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761413.mp3	புகுந்துகொள்வாய் நிற்காதே என்றேன் சென்றான்	புகுந்துகொள்வாய் நிறு்காதேஎன்றேன் சென்றான்	புகுந்துகொள்வாய் நிற்காதே என்றேன் சென்றான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761490.mp3	நவாப்புக் குதிரை நாடு முழுதும்	நவாபபுக் குதிரே நாடு முளுகும்	நவாப்புக் குதிரை நாடு முழுதும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761491.mp3	வாயிலில் யாரையோ வரவேற் கின்றதை	வாயிலில் யாரையோ வரைவெற் கின்றதை	வாயிலில் யாரையோ வரவேற் கின்றதை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761492.mp3	புண்ணிய நாட்டினிலே  இவர்	உன்னிய நாட்டினிலே  விவர்	நண்ணிய நாட்டினிலே  இவர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761493.mp3	தொண்டு கிழவன் விழிப்பான் என்று	தொண்டு இளவன் விளிப்பா னென்று	தொண்டு இளவல் விழிப்பான் தென்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761494.mp3	சுளைவாயால் நீயார்என் றனல்விழியாற் கேட்டாள்	சுலைவாயால் நீயார்ென்றனல் விளியார் கேட்டாள்	சுளைவாயால் நீயார்என் றனல்விழியாற் கேட்டாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761505.mp3	வயிற்றின் உப்பலால் வாயிலாக் குழந்தை	வயிற்றின் உப்பலால் வாயிலாக் குழந்தை	வயிற்றின் உப்பலால் வாயிலாக் குழந்தை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761506.mp3	காயிதம் வந்தது கண்டீரா என்றுதன்	காயதம் மந்ததுகண்டீரா என்றதன்	காயிதம் வந்தது கண்டீரா என்ற தன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761507.mp3	அவள் எப்பொழுதும் என்னை கிள்ளிக்கொண்டே இருக்கிறாள்	அவள் எப்பொழுதும் என்னைக் கிள்ளிக்கொண்டே  இருக்கிறாள்	அவள் எப்பொழுதும் என்னைச் கிள்ளிக்கொண்டே  இருக்கிறாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761508.mp3	ஊர்தோறும் அலையாதீர் இங்கி ருப்பீர்	ஊர்தோவரும் மலையாதீர் உங்கிருப்பீர்	ஊர்தோறும் அலையாதீர் இங்கி ருப்பீர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761509.mp3	முற்றத்து வழியைப் பற்றி இறங்கினான்	உற்றத்து வளியை்பற்றி இறங்கினான்	முற்றத்து வழியைப் பற்றி இறங்கினான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761550.mp3	புகல்வேன் உடைமை மக்களுக்குப் பொது	உுகல்வேண்உடைமை மக்களுக்குப் பொது	புகல்வேன் உடைமை மக்களுக்குப் பொது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761551.mp3	என்ஆணை மறுப்பீரோ சபையி லுள்ளீர்	என் நானை மறுப்பிரோ சவையிலுள்ளீர்	என் நாளை மறுப்பீரோ சபையி லுள்ளீர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761552.mp3	போர்த்தொழில் பயில்வ தெண்ணிப்	பொர்த்தொழில் பயில்வ தெந்நிப்	போர்த்தொழில் பயில்வ தெண்ணிப்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761554.mp3	உயிர் பொழச்சதே அதிசயம்	உயிர் பொலச்சதை அதிசயம்	உயிர் பொழச்சதே அதிசயம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761558.mp3	உழைப்புத் துன்பம்	உளைப்புதத் துண்பம்	உழைப்புத் துன்பம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761581.mp3	குறித்தசொல் கேட்டின் பத்திற்	குறித்தசொல் ஏட்டின் பதற்	குறித்தசொல் கேட்டின்  தன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19761582.mp3	சேர்ந்தவுடன் என்னுளத்தைச் சேர்ந்துவிட்டாள் எனினும்	சேர்ந்தவஉடன் என் நுள்ளத்தை சேர்ந்துவிட்டால்  வெணினம்	சேர்ந்தவுடன் என்னுள் ளத்தைத் சேர்ந்துவிட்டாள்  உணின்
